Churn,gender,SeniorCitizen,Partner,Dependents,FamilySize,PhoneService,MultipleLines,InternetService,Is_Internet,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,tenure,MonthlyCharges,MonthlyChargesPerHead,Contract,Is_Contract_Locked
False,Male,0,Yes,No,2,Yes,Yes,DSL,1,Yes,Yes,Yes,Yes,No,No,No,Mailed check,72,68.15,34.075,Two year,1
False,Female,0,Yes,No,2,Yes,No,Fiber optic,1,Yes,No,No,No,No,No,No,Electronic check,18,74.8,37.4,Month-to-month,0
False,Female,0,Yes,No,2,Yes,Yes,DSL,1,Yes,No,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),72,84.4,42.2,Two year,1
False,Female,0,Yes,No,2,No,No,DSL,1,No,No,No,No,No,No,Yes,Electronic check,4,25.15,12.575,Month-to-month,0
False,Male,0,Yes,No,2,Yes,Yes,Fiber optic,1,No,Yes,Yes,No,Yes,Yes,Yes,Electronic check,63,102.4,51.2,Month-to-month,0
False,Male,1,Yes,No,2,Yes,Yes,Fiber optic,1,No,Yes,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),72,109.75,54.875,Two year,1
False,Male,0,Yes,No,2,Yes,Yes,Fiber optic,1,Yes,Yes,No,Yes,No,No,Yes,Credit card (automatic),19,88.8,44.4,Month-to-month,0
False,Male,1,Yes,No,2,Yes,Yes,Fiber optic,1,No,No,No,No,No,No,Yes,Electronic check,34,75.55,37.775,Month-to-month,0
True,Male,0,Yes,No,2,Yes,Yes,Fiber optic,1,No,Yes,No,No,No,No,Yes,Electronic check,5,81.3,40.65,Month-to-month,0
False,Male,1,Yes,No,2,Yes,No,DSL,1,Yes,No,Yes,No,Yes,No,No,Bank transfer (automatic),19,66.4,33.2,Month-to-month,0
False,Male,0,Yes,No,2,Yes,Yes,Fiber optic,1,No,Yes,Yes,Yes,Yes,Yes,Yes,Electronic check,72,108.4,54.2,Two year,1
False,Male,0,Yes,No,2,Yes,Yes,DSL,1,No,Yes,Yes,No,Yes,Yes,No,Bank transfer (automatic),61,80.9,40.45,Two year,1
False,Male,0,Yes,No,2,Yes,No,DSL,1,Yes,No,No,No,Yes,No,Yes,Mailed check,60,59.8,29.9,One year,1
False,Female,0,Yes,No,2,Yes,Yes,No,0,No,No,No,No,No,No,Yes,Electronic check,69,26.3,13.15,One year,1
True,Male,1,Yes,No,2,Yes,No,Fiber optic,1,No,No,No,No,No,No,Yes,Electronic check,1,70.3,35.15,Month-to-month,0
True,Female,0,Yes,No,2,Yes,No,Fiber optic,1,No,No,No,No,Yes,No,Yes,Bank transfer (automatic),1,79.35,39.675,Month-to-month,0
False,Male,1,Yes,No,2,No,No,DSL,1,No,Yes,Yes,No,No,No,Yes,Credit card (automatic),19,34.3,17.15,Month-to-month,0
False,Female,0,Yes,No,2,Yes,Yes,Fiber optic,1,Yes,No,Yes,No,Yes,Yes,Yes,Electronic check,65,105.05,52.525,Month-to-month,0
False,Male,1,Yes,No,2,Yes,Yes,Fiber optic,1,No,No,No,No,No,No,Yes,Electronic check,7,75.4,37.7,Month-to-month,0
False,Male,1,Yes,No,2,Yes,Yes,Fiber optic,1,No,No,Yes,No,No,No,Yes,Bank transfer (automatic),35,81.6,40.8,One year,1
False,Female,0,Yes,No,2,Yes,No,Fiber optic,1,No,No,No,No,No,No,Yes,Credit card (automatic),2,70.4,35.2,Month-to-month,0
False,Male,0,Yes,No,2,Yes,No,No,0,No,No,No,No,No,No,Yes,Bank transfer (automatic),63,19.95,9.975,Two year,1
True,Male,1,Yes,No,2,Yes,No,Fiber optic,1,No,No,No,No,No,No,Yes,Electronic check,21,69.1,34.55,Month-to-month,0
False,Male,0,Yes,No,2,Yes,Yes,Fiber optic,1,Yes,Yes,No,No,No,Yes,No,Electronic check,62,96.1,48.05,One year,1
False,Female,0,Yes,No,2,Yes,Yes,DSL,1,Yes,Yes,Yes,Yes,Yes,Yes,No,Credit card (automatic),71,89.3,44.65,Two year,1
False,Female,0,Yes,No,2,Yes,No,No,0,No,No,No,No,No,No,No,Bank transfer (automatic),47,19.65,9.825,Two year,1
False,Female,0,Yes,No,2,Yes,No,No,0,No,No,No,No,No,No,No,Mailed check,3,20.85,10.425,Month-to-month,0
False,Male,1,Yes,No,2,Yes,No,No,0,No,No,No,No,No,No,Yes,Credit card (automatic),44,19.35,9.675,Two year,1
False,Female,0,Yes,No,2,Yes,No,DSL,1,Yes,Yes,Yes,No,No,Yes,No,Bank transfer (automatic),65,71.0,35.5,Two year,1
False,Male,0,Yes,No,2,Yes,No,DSL,1,Yes,Yes,No,Yes,No,No,Yes,Mailed check,33,61.05,30.525,Two year,1
True,Male,1,Yes,No,2,No,No,DSL,1,No,Yes,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),46,59.9,29.95,One year,1
False,Male,1,Yes,No,2,No,No,DSL,1,No,Yes,No,No,Yes,Yes,Yes,Electronic check,59,50.25,25.125,Month-to-month,0
False,Male,1,Yes,No,2,Yes,Yes,No,0,No,No,No,No,No,No,No,Credit card (automatic),71,25.45,12.725,Two year,1
False,Female,0,Yes,No,2,Yes,No,DSL,1,No,Yes,No,No,No,No,No,Mailed check,9,50.85,25.425,Month-to-month,0
False,Male,0,Yes,No,2,Yes,Yes,Fiber optic,1,Yes,No,Yes,Yes,No,No,Yes,Credit card (automatic),52,91.6,45.8,Two year,1
False,Male,0,Yes,No,2,No,No,DSL,1,Yes,Yes,No,No,No,No,No,Mailed check,7,34.2,17.1,Month-to-month,0
False,Male,1,Yes,No,2,Yes,Yes,Fiber optic,1,Yes,Yes,Yes,No,No,No,Yes,Electronic check,62,89.1,44.55,Month-to-month,0
True,Male,1,Yes,No,2,Yes,No,Fiber optic,1,No,Yes,Yes,No,Yes,Yes,Yes,Electronic check,13,98.0,49.0,Month-to-month,0
True,Male,0,Yes,No,2,Yes,No,Fiber optic,1,No,No,Yes,No,Yes,Yes,Yes,Electronic check,5,94.45,47.225,Month-to-month,0
True,Female,1,Yes,No,2,Yes,Yes,Fiber optic,1,No,Yes,Yes,No,No,Yes,Yes,Electronic check,26,93.85,46.925,Month-to-month,0
True,Female,1,Yes,No,2,Yes,Yes,Fiber optic,1,No,No,No,No,No,Yes,Yes,Electronic check,8,84.0,42.0,Month-to-month,0
True,Female,0,Yes,No,2,No,No,DSL,1,No,No,Yes,No,Yes,Yes,Yes,Electronic check,9,48.75,24.375,Month-to-month,0
False,Male,0,Yes,No,2,Yes,No,Fiber optic,1,Yes,Yes,No,Yes,No,No,No,Bank transfer (automatic),70,84.6,42.3,Two year,1
True,Male,1,Yes,No,2,Yes,No,Fiber optic,1,No,No,No,No,No,Yes,No,Electronic check,18,78.55,39.275,Month-to-month,0
False,Male,0,Yes,No,2,Yes,No,DSL,1,No,No,No,No,Yes,No,Yes,Bank transfer (automatic),11,55.05,27.525,Month-to-month,0
False,Male,0,Yes,No,2,Yes,No,Fiber optic,1,Yes,Yes,No,No,No,No,No,Bank transfer (automatic),16,80.75,40.375,Month-to-month,0
True,Male,0,Yes,No,2,Yes,Yes,Fiber optic,1,No,Yes,Yes,Yes,No,Yes,Yes,Electronic check,42,99.45,49.725,Month-to-month,0
False,Male,0,Yes,No,2,Yes,Yes,Fiber optic,1,Yes,No,No,No,No,Yes,Yes,Electronic check,5,89.15,44.575,Month-to-month,0
True,Male,0,Yes,No,2,Yes,Yes,Fiber optic,1,No,No,No,No,No,Yes,Yes,Electronic check,14,85.15,42.575,Month-to-month,0
False,Female,0,Yes,No,2,Yes,Yes,DSL,1,No,Yes,Yes,Yes,Yes,No,No,Bank transfer (automatic),57,74.6,37.3,One year,1
True,Male,1,Yes,No,2,Yes,Yes,Fiber optic,1,No,No,No,No,Yes,Yes,Yes,Electronic check,3,94.6,47.3,Month-to-month,0
False,Male,0,Yes,No,2,Yes,No,No,0,No,No,No,No,No,No,Yes,Mailed check,48,20.05,10.025,Two year,1
True,Male,0,Yes,No,2,Yes,Yes,Fiber optic,1,No,No,No,No,Yes,No,Yes,Electronic check,6,82.85,41.425,Month-to-month,0
False,Female,0,Yes,No,2,Yes,Yes,DSL,1,Yes,Yes,Yes,Yes,Yes,Yes,No,Credit card (automatic),71,93.2,46.6,Two year,1
True,Male,1,Yes,No,2,Yes,Yes,Fiber optic,1,No,Yes,Yes,No,Yes,Yes,Yes,Electronic check,53,103.85,51.925,Month-to-month,0
False,Female,1,Yes,No,2,Yes,Yes,Fiber optic,1,No,No,No,Yes,Yes,Yes,Yes,Electronic check,50,100.65,50.325,One year,1
True,Female,0,Yes,No,2,Yes,Yes,Fiber optic,1,No,Yes,No,No,No,Yes,Yes,Credit card (automatic),3,91.5,45.75,Month-to-month,0
True,Male,0,Yes,No,2,Yes,No,Fiber optic,1,Yes,No,No,Yes,No,No,No,Bank transfer (automatic),12,80.85,40.425,Month-to-month,0
True,Male,1,Yes,No,2,Yes,Yes,Fiber optic,1,No,Yes,Yes,No,Yes,Yes,Yes,Electronic check,68,105.3,52.65,Month-to-month,0
True,Male,1,Yes,No,2,Yes,Yes,Fiber optic,1,No,Yes,Yes,Yes,Yes,Yes,Yes,Electronic check,66,110.85,55.425,One year,1
False,Female,0,Yes,No,2,Yes,No,Fiber optic,1,Yes,Yes,Yes,Yes,Yes,Yes,No,Electronic check,53,110.5,55.25,One year,1
True,Male,1,Yes,No,2,No,No,DSL,1,No,No,No,No,No,Yes,No,Bank transfer (automatic),27,36.5,18.25,Month-to-month,0
False,Female,1,Yes,No,2,Yes,No,No,0,No,No,No,No,No,No,No,Mailed check,37,19.6,9.8,One year,1
False,Male,0,Yes,No,2,Yes,Yes,DSL,1,Yes,No,No,No,No,Yes,Yes,Electronic check,13,65.85,32.925,Month-to-month,0
True,Male,1,Yes,No,2,Yes,Yes,Fiber optic,1,No,No,No,No,Yes,Yes,Yes,Electronic check,29,94.45,47.225,Month-to-month,0
False,Male,0,Yes,No,2,Yes,Yes,Fiber optic,1,Yes,No,Yes,Yes,Yes,No,No,Bank transfer (automatic),61,99.4,49.7,Month-to-month,0
False,Male,0,Yes,No,2,Yes,No,DSL,1,No,No,No,No,No,No,Yes,Bank transfer (automatic),11,45.9,22.95,Month-to-month,0
True,Male,0,Yes,No,2,No,No,DSL,1,No,No,No,No,No,No,Yes,Electronic check,1,23.45,11.725,Month-to-month,0
False,Female,0,Yes,No,2,Yes,Yes,Fiber optic,1,Yes,Yes,Yes,Yes,Yes,Yes,No,Mailed check,62,113.95,56.975,Two year,1
False,Female,0,Yes,No,2,Yes,Yes,DSL,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Electronic check,55,90.15,45.075,One year,1
False,Female,0,Yes,No,2,Yes,Yes,DSL,1,No,Yes,No,No,No,No,No,Electronic check,25,54.1,27.05,Month-to-month,0
True,Female,0,Yes,No,2,Yes,Yes,Fiber optic,1,No,Yes,No,No,Yes,Yes,No,Electronic check,59,101.1,50.55,Month-to-month,0
False,Male,0,Yes,No,2,Yes,Yes,Fiber optic,1,No,No,No,No,Yes,Yes,Yes,Bank transfer (automatic),36,95.0,47.5,Month-to-month,0
False,Male,0,Yes,No,2,Yes,Yes,DSL,1,Yes,No,Yes,No,No,Yes,Yes,Mailed check,61,69.9,34.95,Two year,1
True,Female,1,Yes,No,2,Yes,Yes,Fiber optic,1,No,Yes,No,No,Yes,No,Yes,Electronic check,1,90.6,45.3,Month-to-month,0
True,Male,1,Yes,No,2,Yes,Yes,Fiber optic,1,No,No,No,No,Yes,No,Yes,Mailed check,2,86.85,43.425,Month-to-month,0
False,Female,0,Yes,No,2,Yes,Yes,Fiber optic,1,Yes,Yes,Yes,Yes,No,No,Yes,Bank transfer (automatic),72,94.25,47.125,Two year,1
False,Female,0,Yes,No,2,No,No,DSL,1,No,No,Yes,Yes,No,Yes,Yes,Electronic check,71,47.05,23.525,Two year,1
True,Female,1,Yes,No,2,Yes,Yes,Fiber optic,1,No,No,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),29,99.05,49.525,Month-to-month,0
False,Female,0,Yes,No,2,Yes,Yes,DSL,1,Yes,No,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),64,85.0,42.5,Two year,1
False,Female,0,Yes,No,2,Yes,No,DSL,1,No,Yes,No,No,No,Yes,Yes,Mailed check,19,59.8,29.9,Month-to-month,0
True,Male,0,Yes,No,2,Yes,Yes,Fiber optic,1,No,No,Yes,No,Yes,Yes,Yes,Credit card (automatic),13,102.25,51.125,Month-to-month,0
False,Female,0,Yes,No,2,Yes,Yes,Fiber optic,1,Yes,Yes,Yes,No,Yes,Yes,No,Bank transfer (automatic),56,109.8,54.9,One year,1
False,Female,0,Yes,No,2,Yes,No,Fiber optic,1,No,No,No,No,No,Yes,Yes,Electronic check,14,78.1,39.05,Month-to-month,0
False,Male,0,Yes,No,2,No,No,DSL,1,Yes,No,No,No,No,Yes,Yes,Electronic check,52,39.9,19.95,Month-to-month,0
False,Male,1,Yes,No,2,Yes,Yes,Fiber optic,1,Yes,Yes,No,No,No,No,No,Bank transfer (automatic),67,83.85,41.925,Month-to-month,0
True,Male,1,Yes,No,2,Yes,Yes,Fiber optic,1,Yes,No,Yes,No,Yes,Yes,Yes,Electronic check,52,104.2,52.1,Month-to-month,0
True,Female,0,Yes,No,2,Yes,Yes,DSL,1,No,No,No,No,No,No,Yes,Electronic check,42,50.25,25.125,Month-to-month,0
False,Male,1,Yes,No,2,Yes,No,Fiber optic,1,Yes,Yes,No,No,No,Yes,Yes,Electronic check,23,90.0,45.0,Month-to-month,0
False,Female,1,Yes,No,2,Yes,No,Fiber optic,1,Yes,Yes,No,No,Yes,Yes,No,Mailed check,39,99.1,49.55,One year,1
True,Male,0,Yes,No,2,Yes,No,No,0,No,No,No,No,No,No,No,Mailed check,5,19.35,9.675,Month-to-month,0
False,Female,1,Yes,No,2,No,No,DSL,1,No,Yes,No,No,Yes,Yes,Yes,Credit card (automatic),60,49.45,24.725,Two year,1
False,Female,0,Yes,No,2,Yes,Yes,Fiber optic,1,No,Yes,No,No,No,Yes,Yes,Electronic check,19,89.1,44.55,Month-to-month,0
False,Male,1,Yes,No,2,Yes,Yes,DSL,1,Yes,No,Yes,Yes,No,Yes,No,Credit card (automatic),45,75.15,37.575,Two year,1
True,Male,0,Yes,No,2,Yes,No,Fiber optic,1,No,No,No,No,No,No,Yes,Electronic check,10,70.1,35.05,Month-to-month,0
False,Female,1,Yes,No,2,Yes,No,No,0,No,No,No,No,No,No,Yes,Mailed check,54,18.95,9.475,Two year,1
False,Male,0,Yes,No,2,Yes,Yes,Fiber optic,1,Yes,No,Yes,No,Yes,Yes,Yes,Electronic check,50,103.95,51.975,One year,1
True,Male,0,Yes,No,2,Yes,Yes,Fiber optic,1,Yes,No,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),47,110.85,55.425,One year,1
True,Male,0,Yes,No,2,Yes,Yes,Fiber optic,1,No,Yes,Yes,No,Yes,No,Yes,Bank transfer (automatic),42,95.25,47.625,Month-to-month,0
False,Male,0,Yes,No,2,Yes,Yes,Fiber optic,1,No,Yes,No,Yes,No,Yes,Yes,Credit card (automatic),52,95.65,47.825,Month-to-month,0
False,Male,0,Yes,No,2,Yes,Yes,DSL,1,Yes,Yes,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),61,80.8,40.4,Two year,1
False,Male,0,Yes,No,2,Yes,Yes,DSL,1,No,Yes,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),72,85.45,42.725,Two year,1
True,Female,1,Yes,No,2,Yes,No,Fiber optic,1,No,Yes,No,No,No,No,Yes,Mailed check,1,76.4,38.2,Month-to-month,0
False,Male,1,Yes,No,2,Yes,Yes,Fiber optic,1,No,Yes,No,No,Yes,Yes,Yes,Bank transfer (automatic),33,100.6,50.3,Month-to-month,0
False,Male,1,Yes,No,2,Yes,Yes,Fiber optic,1,No,No,No,No,No,No,No,Bank transfer (automatic),54,74.0,37.0,Month-to-month,0
False,Male,0,Yes,No,2,Yes,Yes,Fiber optic,1,No,Yes,No,No,Yes,Yes,Yes,Electronic check,72,99.4,49.7,Two year,1
False,Male,1,Yes,No,2,Yes,Yes,Fiber optic,1,No,No,Yes,No,Yes,Yes,Yes,Credit card (automatic),54,99.05,49.525,Month-to-month,0
False,Female,0,Yes,No,2,Yes,Yes,DSL,1,No,Yes,No,Yes,Yes,Yes,Yes,Electronic check,59,80.1,40.05,One year,1
False,Female,0,Yes,No,2,No,No,DSL,1,No,Yes,Yes,Yes,Yes,Yes,No,Credit card (automatic),60,60.8,30.4,Two year,1
False,Female,0,Yes,No,2,Yes,Yes,Fiber optic,1,Yes,No,No,No,Yes,Yes,No,Bank transfer (automatic),69,99.15,49.575,Two year,1
False,Female,0,Yes,No,2,Yes,No,Fiber optic,1,Yes,No,No,Yes,Yes,Yes,Yes,Electronic check,60,97.2,48.6,Two year,1
False,Male,1,Yes,No,2,Yes,Yes,Fiber optic,1,Yes,No,Yes,Yes,Yes,Yes,Yes,Mailed check,69,110.55,55.275,One year,1
False,Female,0,Yes,No,2,Yes,No,No,0,No,No,No,No,No,No,Yes,Mailed check,3,19.9,9.95,Month-to-month,0
False,Male,1,Yes,No,2,Yes,Yes,Fiber optic,1,Yes,No,Yes,No,No,No,Yes,Electronic check,27,85.9,42.95,One year,1
False,Female,0,Yes,No,2,Yes,Yes,Fiber optic,1,No,No,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),70,104.3,52.15,Two year,1
True,Female,0,Yes,No,2,Yes,Yes,Fiber optic,1,No,No,No,No,Yes,Yes,Yes,Bank transfer (automatic),71,93.7,46.85,Two year,1
False,Female,1,Yes,No,2,No,No,DSL,1,Yes,Yes,Yes,No,No,Yes,Yes,Credit card (automatic),31,50.4,25.2,One year,1
False,Female,0,Yes,No,2,Yes,Yes,Fiber optic,1,No,Yes,Yes,Yes,Yes,Yes,No,Electronic check,71,109.25,54.625,Two year,1
False,Female,0,Yes,No,2,Yes,Yes,No,0,No,No,No,No,No,No,No,Credit card (automatic),71,25.6,12.8,Two year,1
False,Male,1,Yes,No,2,No,No,DSL,1,No,No,No,No,No,No,Yes,Bank transfer (automatic),54,24.95,12.475,Month-to-month,0
True,Female,0,Yes,No,2,Yes,No,No,0,No,No,No,No,No,No,No,Bank transfer (automatic),30,19.65,9.825,Month-to-month,0
False,Female,0,Yes,No,2,Yes,Yes,Fiber optic,1,No,No,Yes,No,No,Yes,No,Mailed check,23,90.15,45.075,Month-to-month,0
False,Male,0,Yes,No,2,Yes,Yes,Fiber optic,1,No,Yes,Yes,No,Yes,Yes,Yes,Electronic check,47,104.1,52.05,Month-to-month,0
True,Female,1,Yes,No,2,Yes,Yes,Fiber optic,1,No,No,No,No,No,No,Yes,Bank transfer (automatic),38,74.95,37.475,Month-to-month,0
False,Male,0,Yes,No,2,Yes,No,Fiber optic,1,No,No,No,No,No,No,Yes,Bank transfer (automatic),15,68.6,34.3,Month-to-month,0
False,Male,0,Yes,No,2,Yes,Yes,Fiber optic,1,Yes,No,Yes,No,No,Yes,Yes,Electronic check,42,94.4,47.2,Month-to-month,0
False,Male,0,Yes,No,2,Yes,No,DSL,1,Yes,No,No,Yes,No,No,Yes,Credit card (automatic),10,54.95,27.475,Month-to-month,0
False,Female,0,Yes,No,2,Yes,No,Fiber optic,1,Yes,Yes,No,Yes,No,Yes,No,Bank transfer (automatic),61,93.7,46.85,One year,1
True,Male,0,Yes,No,2,Yes,Yes,Fiber optic,1,Yes,Yes,Yes,No,No,No,No,Electronic check,65,89.75,44.875,One year,1
True,Male,1,Yes,No,2,Yes,Yes,Fiber optic,1,No,No,Yes,No,Yes,Yes,Yes,Electronic check,7,101.95,50.975,Month-to-month,0
False,Female,0,Yes,No,2,Yes,No,DSL,1,No,Yes,Yes,Yes,No,Yes,Yes,Mailed check,64,68.3,34.15,Two year,1
False,Male,1,Yes,No,2,Yes,Yes,Fiber optic,1,No,Yes,Yes,No,Yes,Yes,Yes,Electronic check,65,104.35,52.175,Month-to-month,0
False,Female,0,Yes,No,2,Yes,No,No,0,No,No,No,No,No,No,No,Mailed check,10,20.1,10.05,One year,1
False,Female,0,Yes,No,2,Yes,No,DSL,1,No,Yes,No,Yes,No,No,No,Electronic check,35,56.85,28.425,Month-to-month,0
False,Female,1,Yes,No,2,Yes,Yes,Fiber optic,1,No,Yes,No,No,Yes,No,Yes,Credit card (automatic),36,91.95,45.975,Month-to-month,0
False,Male,1,Yes,No,2,Yes,No,Fiber optic,1,No,No,No,No,No,No,No,Electronic check,2,70.1,35.05,Month-to-month,0
False,Female,0,Yes,No,2,No,No,DSL,1,Yes,Yes,No,No,Yes,No,Yes,Electronic check,58,45.35,22.675,One year,1
True,Female,1,Yes,No,2,Yes,Yes,Fiber optic,1,Yes,No,No,No,No,No,Yes,Electronic check,51,77.5,38.75,Month-to-month,0
False,Male,0,Yes,No,2,Yes,Yes,DSL,1,No,No,Yes,Yes,Yes,Yes,Yes,Mailed check,31,79.3,39.65,One year,1
False,Male,1,Yes,No,2,Yes,Yes,Fiber optic,1,Yes,Yes,No,No,No,No,Yes,Credit card (automatic),69,84.9,42.45,Month-to-month,0
False,Male,0,Yes,No,2,Yes,Yes,Fiber optic,1,No,No,No,Yes,No,No,Yes,Electronic check,32,79.25,39.625,One year,1
True,Female,0,Yes,No,2,No,No,DSL,1,No,Yes,Yes,No,Yes,Yes,Yes,Electronic check,72,54.2,27.1,Two year,1
False,Male,0,Yes,No,2,Yes,No,DSL,1,Yes,Yes,Yes,No,No,No,No,Mailed check,35,61.0,30.5,Month-to-month,0
True,Male,1,Yes,No,2,Yes,Yes,Fiber optic,1,No,No,Yes,No,Yes,Yes,Yes,Electronic check,47,100.05,50.025,Month-to-month,0
False,Male,0,Yes,No,2,No,No,DSL,1,No,No,No,No,Yes,Yes,Yes,Electronic check,59,44.3,22.15,Month-to-month,0
False,Male,1,Yes,No,2,No,No,DSL,1,No,Yes,No,No,No,No,Yes,Credit card (automatic),51,29.45,14.725,Month-to-month,0
False,Male,0,Yes,No,2,Yes,No,Fiber optic,1,No,Yes,No,No,Yes,No,Yes,Credit card (automatic),49,85.3,42.65,Month-to-month,0
False,Male,0,Yes,No,2,Yes,Yes,DSL,1,Yes,No,No,Yes,No,Yes,Yes,Mailed check,59,69.1,34.55,One year,1
False,Male,0,Yes,No,2,Yes,No,DSL,1,No,No,No,No,No,No,No,Electronic check,14,44.6,22.3,One year,1
False,Male,1,Yes,No,2,Yes,Yes,Fiber optic,1,Yes,Yes,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),72,109.55,54.775,Two year,1
False,Female,0,Yes,No,2,Yes,Yes,Fiber optic,1,No,Yes,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),60,110.8,55.4,Two year,1
False,Male,0,Yes,No,2,Yes,No,Fiber optic,1,Yes,No,No,No,No,No,Yes,Mailed check,64,73.55,36.775,Month-to-month,0
True,Female,0,Yes,No,2,Yes,Yes,DSL,1,No,No,Yes,Yes,Yes,No,No,Bank transfer (automatic),5,67.95,33.975,Month-to-month,0
False,Female,0,Yes,No,2,Yes,Yes,Fiber optic,1,No,Yes,No,Yes,No,Yes,Yes,Bank transfer (automatic),61,94.35,47.175,Two year,1
False,Male,0,Yes,No,2,Yes,No,No,0,No,No,No,No,No,No,No,Mailed check,24,19.75,9.875,Two year,1
False,Male,0,Yes,No,2,No,No,DSL,1,No,No,Yes,Yes,Yes,Yes,No,Electronic check,17,54.6,27.3,One year,1
True,Male,1,Yes,No,2,Yes,Yes,Fiber optic,1,Yes,No,No,No,Yes,Yes,No,Electronic check,40,101.85,50.925,Month-to-month,0
False,Female,0,Yes,No,2,Yes,Yes,Fiber optic,1,No,Yes,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),67,105.7,52.85,One year,1
True,Male,1,Yes,No,2,No,No,DSL,1,No,No,No,No,No,No,No,Electronic check,1,25.05,12.525,Month-to-month,0
False,Male,0,Yes,No,2,No,No,DSL,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Electronic check,72,64.7,32.35,Two year,1
False,Female,0,Yes,No,2,No,No,DSL,1,Yes,No,No,Yes,No,No,No,Bank transfer (automatic),43,34.0,17.0,Month-to-month,0
False,Male,1,Yes,No,2,No,No,DSL,1,Yes,No,No,Yes,No,No,No,Bank transfer (automatic),63,36.1,18.05,One year,1
False,Male,1,Yes,No,2,Yes,Yes,Fiber optic,1,No,Yes,No,Yes,Yes,Yes,Yes,Electronic check,28,105.8,52.9,Month-to-month,0
True,Male,0,Yes,No,2,Yes,Yes,Fiber optic,1,Yes,Yes,Yes,Yes,Yes,Yes,No,Credit card (automatic),70,115.65,57.825,One year,1
False,Female,0,Yes,No,2,Yes,No,DSL,1,No,Yes,No,Yes,Yes,Yes,Yes,Electronic check,26,73.05,36.525,Month-to-month,0
False,Male,1,Yes,No,2,No,No,DSL,1,Yes,Yes,Yes,No,No,No,Yes,Electronic check,68,41.95,20.975,Two year,1
True,Male,0,Yes,No,2,Yes,Yes,Fiber optic,1,No,No,Yes,Yes,Yes,Yes,Yes,Electronic check,21,106.1,53.05,Month-to-month,0
False,Female,0,Yes,No,2,Yes,No,Fiber optic,1,No,Yes,No,No,Yes,Yes,Yes,Electronic check,63,96.0,48.0,One year,1
False,Female,0,Yes,No,2,Yes,No,Fiber optic,1,No,No,Yes,Yes,Yes,Yes,Yes,Electronic check,56,98.7,49.35,Month-to-month,0
True,Female,1,Yes,No,2,Yes,Yes,Fiber optic,1,No,Yes,No,No,Yes,Yes,Yes,Electronic check,14,100.2,50.1,Month-to-month,0
False,Male,0,Yes,No,2,Yes,Yes,Fiber optic,1,Yes,Yes,No,No,Yes,Yes,Yes,Electronic check,61,106.2,53.1,Month-to-month,0
False,Male,0,Yes,No,2,Yes,Yes,DSL,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),68,90.8,45.4,Two year,1
False,Male,0,Yes,No,2,Yes,Yes,DSL,1,No,Yes,Yes,Yes,Yes,No,No,Bank transfer (automatic),70,72.95,36.475,Two year,1
False,Female,0,Yes,No,2,Yes,Yes,No,0,No,No,No,No,No,No,No,Credit card (automatic),68,25.8,12.9,Two year,1
True,Male,0,Yes,No,2,No,No,DSL,1,No,No,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),55,54.55,27.275,Month-to-month,0
False,Male,0,Yes,No,2,Yes,No,DSL,1,Yes,No,Yes,Yes,Yes,Yes,Yes,Electronic check,71,82.55,41.275,Two year,1
True,Female,0,Yes,No,2,Yes,Yes,Fiber optic,1,No,Yes,Yes,No,Yes,No,No,Electronic check,13,94.1,47.05,Month-to-month,0
False,Male,1,Yes,No,2,Yes,Yes,Fiber optic,1,No,Yes,Yes,Yes,Yes,Yes,No,Credit card (automatic),72,109.7,54.85,Two year,1
False,Male,0,Yes,No,2,Yes,Yes,DSL,1,No,No,No,Yes,Yes,No,Yes,Credit card (automatic),14,66.6,33.3,Month-to-month,0
True,Female,0,Yes,No,2,Yes,Yes,Fiber optic,1,No,No,Yes,Yes,Yes,Yes,Yes,Electronic check,38,105.0,52.5,Month-to-month,0
True,Male,1,Yes,No,2,Yes,No,Fiber optic,1,No,No,Yes,No,Yes,Yes,Yes,Electronic check,6,95.75,47.875,Month-to-month,0
False,Female,0,Yes,No,2,Yes,No,No,0,No,No,No,No,No,No,No,Mailed check,59,20.35,10.175,One year,1
False,Female,1,Yes,No,2,Yes,Yes,DSL,1,Yes,Yes,Yes,No,Yes,Yes,Yes,Credit card (automatic),72,84.1,42.05,Two year,1
False,Male,0,Yes,No,2,Yes,Yes,DSL,1,No,No,Yes,No,No,No,No,Credit card (automatic),25,55.55,27.775,Month-to-month,0
